encoder,opn,pre_type,use_static,use_cl,gpu,datetime,pre_weight,train_len,test_len,temperature,lr,n_hidden,filter_MRR,filter_H@1,filter_H@3,filter_H@10,filter_inv_MRR,filter_inv_H@1,filter_inv_H@3,filter_inv_H@10,all_MRR,all_H@1,all_H@3,all_H@10,filter_all_MRR,filter_all_H@1,filter_all_H@3,filter_all_H@10
uvrgcn,sub,all,True,False,0,2024-06-16 13:38:00.963610,0.9,7,7,0.03,0.001,200,0.43923017382621765,0.3146113157272339,0.5006105303764343,0.6855244040489197,0.39642664790153503,0.26929861307144165,0.4554334580898285,0.658933699131012,0.4091130495071411,0.2817121297121048,0.4699498116970062,0.6685660183429718,0.41782841086387634,0.29195496439933777,0.4780219942331314,0.6722290515899658
uvrgcn,sub,all,True,False,0,2024-06-16 14:18:13.916024,0.9,7,7,0.03,0.001,200,0.4658752381801605,0.3483923673629761,0.5231311917304993,0.7009903788566589,0.43335530161857605,0.31379732489585876,0.4928775131702423,0.6748067140579224,0.4397842288017273,0.3181386739015579,0.5002713650465012,0.6846425533294678,0.4496152698993683,0.3310948461294174,0.5080043524503708,0.6878985464572906
uvrgcn,sub,all,True,False,0,2024-06-18 15:15:16.510750,0.9,7,7,0.03,0.001,200,0.4658752381801605,0.3483923673629761,0.5231311917304993,0.7009903788566589,0.43335530161857605,0.31379732489585876,0.4928775131702423,0.6748067140579224,0.4397842288017273,0.3181386739015579,0.5002713650465012,0.6846425533294678,0.4496152698993683,0.3310948461294174,0.5080043524503708,0.6878985464572906
uvrgcn,sub,all,True,False,0,2024-06-18 15:38:00.469037,0.9,7,7,0.03,0.001,200,0.46912050247192383,0.3521910309791565,0.5289648771286011,0.6971917152404785,0.43242761492729187,0.31216931343078613,0.492199182510376,0.6685660481452942,0.440369576215744,0.31793516874313354,0.5031203478574753,0.6809116899967194,0.45077407360076904,0.3321801722049713,0.5105820298194885,0.6828788816928864
uvrgcn,sub,all,True,False,0,2024-06-19 17:19:30.646724,0.9,7,7,0.03,0.001,200,0.46758314967155457,0.3500203490257263,0.5291005373001099,0.6981413960456848,0.4339272379875183,0.31203365325927734,0.4950481653213501,0.6725003719329834,0.44044122099876404,0.3175959885120392,0.5029168426990509,0.68192920088768,0.45075517892837524,0.33102700114250183,0.51207435131073,0.6853208839893341
uvrgcn,sub,all,True,False,0,2024-06-25 12:48:12.286729,0.9,7,7,0.03,0.001,200,0.4843069314956665,0.36955639719963074,0.5442952513694763,0.7037037014961243,0.4464987516403198,0.32885634899139404,0.5049518346786499,0.6757563948631287,0.4544741213321686,0.3344186693429947,0.5163478553295135,0.6870167255401611,0.46540284156799316,0.3492063730955124,0.5246235430240631,0.6897300481796265
uvrgcn,sub,all,True,False,0,2024-06-25 14:27:01.285369,0.9,7,7,0.03,0.001,200,0.479597806930542,0.36670738458633423,0.5396825671195984,0.6990910768508911,0.44166791439056396,0.32695701718330383,0.4972188472747803,0.6707366704940796,0.4494627118110657,0.331501841545105,0.5101750493049622,0.682539701461792,0.460632860660553,0.34683220088481903,0.5184507071971893,0.6849138736724854
uvrgcn,sub,all,True,False,0,2024-06-26 10:39:37.628452,0.9,7,7,0.03,0.001,200,0.4844800531864166,0.3698277175426483,0.5432099103927612,0.7031610608100891,0.4484882354736328,0.33401167392730713,0.5065798759460449,0.6748067140579224,0.45538729429244995,0.3374033570289612,0.5167548656463623,0.6860670447349548,0.4664841294288635,0.3519196957349777,0.5248948931694031,0.6889838874340057
uvrgcn,sub,all,True,False,0,2024-06-26 12:01:43.785477,0.9,7,7,0.03,0.001,200,0.49252548813819885,0.3778320550918579,0.5574548840522766,0.71075838804245,0.45557457208633423,0.3399810194969177,0.5164835453033447,0.6787410378456116,0.4628859758377075,0.3441866934299469,0.5274046957492828,0.6914937198162079,0.47405004501342773,0.3589065372943878,0.5369692146778107,0.6947497129440308
uvrgcn,sub,all,True,False,0,2024-06-26 14:20:13.943377,0.9,7,7,0.03,0.001,200,0.4848126769065857,0.37430471181869507,0.5347985625267029,0.7023470401763916,0.44591113924980164,0.33075568079948425,0.5033238530158997,0.6701940298080444,0.45414453744888306,0.3372676819562912,0.5115995407104492,0.6834893822669983,0.46536189317703247,0.35253019630908966,0.5190612077713013,0.686270534992218
